audit_order	address	name	research_name	function_end	size	closure_status	target_owner	implementation_mapping	evidence	verification	final_review	remaining
11	0x29C36	sub_29C36	scene_trigger_probe	0x29D2D	247	platform_adapted	scene	src/scene/scene.cpp:SceneSession::interact/prepare_event/resume;src/app/legacy_game_runtime.cpp:LegacyGameRuntime::handle_scene_result	research/evidence/functions/Z_DAT/0x29C36.md	current Z.DAT 13-block entry-to-exit one-way review; both caller sites; four direction targets; corrected empty-target single tail present and event base-player frame; positive/nonpositive script present sequences; Linux app Debug 14/14 proc_7d28; original runtime oracle blocked	converged_no_new_differences
12	0x29D2D	sub_29D2D	scene_render	0x2A0D9	940	platform_adapted	scene	src/scene/scene.cpp:SceneSession::SceneSession/tick/render_map/draw_sprite/complete_scene_jump;src/render/legacy_effects.cpp:parse_legacy_shadow_mask/apply_legacy_shadow_mask;src/app/legacy_game_runtime.cpp:LegacyStartupResources/start_scene/begin_world_leave_event/render;src/battle/battle_session.cpp:BattleSession::render/render_party_selection	research/evidence/functions/Z_DAT/0x29D2D.md	current Z.DAT 34-block entry-to-exit restarted one-way review; all 32 direct callsites across 19 owners; corrected no-clear framebuffer preservation, word5 gate plus word7 sprite, fixed/shifted SHADOW masks, exact two-draw RNG timing, L-disable state and battle party-selection fresh-background redraw caller; 84-scene old-buffer scan; oracle SHA256 71aff8329ba5d283f0cf27dfc704cda66d4bd05aee8be79d4e7badc7fcb96cf4; Linux app Debug 14/14 proc_fa54; original runtime oracle blocked	converged_no_new_differences
13	0x2B288	sub_2B288	scene_item_event_target	0x2B308	128	platform_adapted	scene	src/scene/scene.cpp:SceneSession::use_menu_item/use_retained_menu_item/use_item/item_event_at;src/app/legacy_game_runtime.cpp:LegacyGameRuntime::handle_game_menu_result/begin_world_menu_item_event/handle_scene_result/advance_scene_effect;src/ui/game_menu.cpp:GameMenuController::handle_key	research/evidence/functions/Z_DAT/0x2B288.md	current Z.DAT 31-instruction entry-to-exit restarted one-way review; unique sub_2A86C caller and world/scene sub_2A0D9 paths; corrected world retained-scene item dispatch, inventory item-id conversion, unsigned direction switch and low16 coordinate wrap; oracle SHA256 193f9ced42c97c5766954027717030b8759319c124079173df7355f3df98c4de; Linux app Debug 14/14 proc_1b6e; original runtime oracle blocked	converged_no_new_differences
14	0x2B308	sub_2B308	scene_event_entry	0x2B3B4	172	platform_adapted	scene	src/scene/scene.cpp:SceneSession::item_event_at/use_item/use_retained_menu_item/prepare_event/resume;src/app/legacy_game_runtime.cpp:LegacyGameRuntime::begin_world_menu_item_event/handle_scene_result	research/evidence/functions/Z_DAT/0x2B308.md	current Z.DAT 41-instruction entry-to-exit restarted one-way review; corrected y*64+x six-layer linear aliases, hit-only base player frame, world-over-buffer scene present and same-context menu return; 409600 event cells and 12800 vertical aliases audited; no-event/script0/script825 runtime vectors; oracle SHA256 193f9ced42c97c5766954027717030b8759319c124079173df7355f3df98c4de; Linux app Debug 14/14 proc_1b6e; original runtime oracle blocked	converged_no_new_differences
15	0x2B3B4	sub_2B3B4	scene_auto_event_entry	0x2B483	207	platform_adapted	scene	src/scene/scene.cpp:SceneSession::run_auto_event/finish_tick_after_scene_present/finish_tick_after_auto_event/prepare_event/set_event_item_id;src/app/legacy_game_runtime.cpp:LegacyGameRuntime::start_scene/handle_menu_item_result/begin_world_menu_item_event/begin_world_leave_event	research/evidence/functions/Z_DAT/0x2B3B4.md	current Z.DAT 43-instruction entry-to-exit twice-restarted one-way review; all four sub_26B5E/sub_28E40 callsites and ignored return; corrected hit-only direction base frame plus persistent item context across all scene interpreters; 409600 scene cells and 54 positive event_3 scripts audited; oracle SHA256 6a46e7147a073856850143b0049160fdf7c180ceb7e6901442c0c01638e53eb3; Linux app Debug 14/14 proc_242d; original runtime oracle blocked	converged_no_new_differences
16	0x2C0BB	sub_2C0BB	scene_title_prompt	0x2C175	186	platform_adapted	scene	src/scene/scene.cpp:SceneSession::show_scene_title/render/draw_overlay/resume;src/app/legacy_game_runtime.cpp:LegacyGameRuntime::handle_key/render/handle_scene_result/advance_scene_effect	research/evidence/functions/Z_DAT/0x2C0BB.md	current Z.DAT 53-instruction entry-to-exit restarted one-way review; two physical sub_28E40 normal-entry/internal-jump callsites; corrected title overlay to preserve caller-rendered framebuffer and defer weather RNG until post-key bare-scene redraw; all 84 metadata title lengths and any-key/panel/text/present order audited; oracle SHA256 eac9b120e1560c3a9fe22d7a9cf1b5e7ee754a823f9d5cc377bd146af9fc492b; Linux app Debug 14/14 proc_244d; original runtime oracle blocked	converged_no_new_differences
17	0x2C319	sub_2C319	event_interpreter	0x2CC06	2285	platform_adapted	scene	src/scene/scene.cpp:SceneSession::begin_event/prepare_event/run_event/resume;src/app/legacy_game_runtime.cpp:LegacyGameRuntime::advance_scene_effect/begin_world_leave_event/handle_scene_result/handle_world_menu_event_result	research/evidence/functions/Z_DAT/0x2C319.md	current Z.DAT 524-instruction entry-to-exit one-way review; all five physical callers and ignored return; all 68 helper selections/parameter starts/fixed widths plus conditional and host continuation PC boundaries; 1018 KDEF records, 13315 instructions and 1396 valid conditional targets; opcode62 non-return and invalid-opcode stable no-progress adapter; oracle SHA256 40dcb7dbf4a768f23ca5bc59f2619228c3f01cbd0c01fb9adc7acc2782f31205; Linux app Debug 14/14 proc_ddec; original runtime oracle blocked	converged_no_new_differences
18	0x2CC21	sub_2CC21	event_helper_2CC21	0x2CEBF	670	platform_adapted	scene	include/openlegend/scene/scene.hpp:SceneSession::QueuedOutput/dialogue_base_framebuffer_;src/scene/scene.cpp:SceneSession::queue_dialogue/emit_queued/render/render_overlay/render_dialogue_overlay/draw_overlay;scene::paginate_dialogue;src/app/legacy_game_runtime.cpp:LegacyGameRuntime::handle_key/render	research/evidence/functions/Z_DAT/0x2CC21.md	current Z.DAT 184-instruction entry-to-exit one-way mapping reopened after order97 exposed packed-color omission; all 14 physical callsites across 5 owners; corrected first-page/repeated-render preservation, later-page single scene redraw and packed100 to shadow0/foreground100; all 2977 TALK page counts and 3561 opcode1 domains; real weather scene5 two-page pixel and RNG vectors; double oracle and formal SHA256 563beeb7efccc7be56a0ac418e1b5671c177274c20436dcb0192b914cc0f072d; Linux app Debug 14/14 proc_aa81; original runtime oracle blocked	converged_no_new_differences
19	0x2CEBF	sub_2CEBF	event_helper_2CEBF	0x2D1CD	782	platform_adapted	render	openlegend::ui::BasicUiRenderer::draw_box/update_panel_palette/blend_panel_pixel;openlegend::scene::SceneSession::blend_panel/draw_panel/draw_panel_border;openlegend::battle::BattleRenderer::blend_pixel	research/evidence/functions/Z_DAT/0x2CEBF.md	current Z.DAT entry-to-exit restart; raw sub_2050A and 9x64 weight table; exact style3/style4 formulas; independent menu oracle; Linux app Debug 14/14; original runtime oracle blocked	converged_no_new_differences
20	0x2D1CD	sub_2D1CD	event_helper_2D1CD	0x2D372	421	platform_adapted	scene	src/scene/scene.cpp:SceneSession::blend_panel_rectangle/blend_panel/draw_overlay	research/evidence/functions/Z_DAT/0x2D1CD.md	current Z.DAT 163-instruction entry-to-exit one-way review; both physical sub_2CC21 first/later-page callsites and ignored returns; strict signed dimension gate; all eleven rounded blend rectangles and source0/style4 RGB4 lookup mapping; fixed 60x62 four-position domain and 3660 blended pixels; no product difference; oracle SHA256 91e1318007c8fdb7e61d34abe4e1eb67f78a6dc623fd7c99a1704c59a00f93d1; Linux app Debug 14/14 proc_b19d; original runtime oracle blocked	converged_no_new_differences
21	0x2D372	sub_2D372	event_helper_2D372	0x2D501	399	platform_adapted	scene	src/scene/scene.cpp:SceneSession::draw_panel_border/draw_panel/draw_overlay;src/render/indexed_framebuffer.cpp:IndexedFramebuffer::fill_rectangle	research/evidence/functions/Z_DAT/0x2D372.md	current Z.DAT 153-instruction entry-to-exit one-way review; both physical sub_2CC21 first/later-page post-sprite callsites and ignored returns; strict signed dimension gate; all twelve rounded index255 border rectangles; fixed 60x62 four-position domain and 220 white pixels; no product difference; oracle SHA256 b245a6a42d54da0eb8957a4f70b613e0da896691d454a80719573b4c668683cf; Linux app Debug 14/14 proc_0da2; original runtime oracle blocked	converged_no_new_differences
22	0x2D501	sub_2D501	event_helper_2D501	0x2D590	143	platform_adapted	render	include/openlegend/render/indexed_framebuffer.hpp:IndexedFramebuffer::outline_rectangle;src/render/indexed_framebuffer.cpp:IndexedFramebuffer::fill_rectangle/outline_rectangle;src/battle/battle_session.cpp:BattleSession::render_player_item_selection	research/evidence/functions/Z_DAT/0x2D501.md	current Z.DAT 41-instruction entry-to-exit one-way review; both physical sub_2A186 normal/selected item-grid callsites and ignored returns; exact top/left/right/bottom fill order and color forwarding; all 15 fixed 40x40 positions, 160 writes and 156 unique perimeter pixels; corrected stale BasicUi 5x3 mapping claim while retaining owner closure; no primitive product difference; oracle SHA256 193b4e33f2a7737bf55a85715884acb82719e690d956b6d0a838e1c26082212f; Linux app Debug 14/14 proc_8377; original runtime oracle blocked	converged_no_new_differences
23	0x2D590	sub_2D590	event_helper_2D590	0x2D653	195	platform_adapted	render	src/scene/scene.cpp:SceneSession::portraits_/draw_portrait/draw_overlay;src/battle/battle_renderer.cpp:BattleRenderer::portraits_/draw_portrait/render_character_status/render_status_panel;src/resource/packed_archive.cpp:PackedArchive::entry;src/render/rle_sprite_renderer.cpp:draw_rle_sprite	research/evidence/functions/Z_DAT/0x2D590.md	current Z.DAT 49-instruction entry-to-exit one-way review; all five physical sub_22A59/sub_2CC21/sub_3C6D3 callsites and ignored returns; direct head-id archive indexing without legacy sprite division; exact seven legal caller anchors; all 115 HDGRP records and all 320 role head ids valid; 7568 runs and 226957 opaque pixels; all-entry all-anchor stream SHA256 92ec7ccffd3068c0c04831d6eaebec18e917892ddfcd27cdc2e5792150d2b0db; no product difference; oracle SHA256 522f0739c8061ac301083825d2398948cf4996e0be6bfde5a85f5f59ef06928f; Linux app Debug 14/14 proc_8c27; original runtime oracle blocked	converged_no_new_differences
24	0x2D653	sub_2D653	event_helper_2D653	0x2D678	37	platform_adapted	scene	include/openlegend/scene/scene.hpp:SceneSession::queue_scene_present;src/scene/scene.cpp:SceneSession::run_event/queue_scene_present/advance_scripted_walk_frame/advance_tournament_trial/render_map;src/app/legacy_game_runtime.cpp:LegacyGameRuntime::handle_scene_result/render/advance_scene_effect;src/platform/sdl3/sdl_runtime_platform.cpp:SdlRuntimePlatform::present	research/evidence/functions/Z_DAT/0x2D653.md	current Z.DAT 9-instruction entry-to-exit restarted one-way review; exact sub_3D6D1 tail-jump and sub_20039 16000-dword VGA copy; all 48 physical callsites across 19 physical owners; corrected notice restore including opcode53 shared jump into opcode52 callsite3002D, opcode30 final standing present and shop feedback boundaries; five-category no-duplicate callset, script343 standing frame and script825/828 status restore; oracle SHA256 5a30b618430004d5572ff17f1523e566afb6b4da9f460ed6eeeb3c365ec72a53; Linux app Debug 14/14 proc_2cc2; original runtime oracle blocked	converged_no_new_differences
25	0x2D678	sub_2D678	event_helper_2D678	0x2D841	457	platform_adapted	scene	include/openlegend/scene/scene.hpp:SceneSession::item_notice_base_framebuffer_;src/scene/scene.cpp:SceneSession::add_inventory/update_book_event_if_ready/queue_item_notice/render_item_notice_overlay/draw_overlay/advance_tournament_trial	research/evidence/functions/Z_DAT/0x2D678.md	current Z.DAT 134-instruction entry-to-exit restarted one-way review; raw/load byte SHA256 with all 18 DOS relocations; both physical sub_2C319/sub_302E0 callsites; all 325 opcode2 occurrences, 148 item ids and 200 NUL-terminated item names; corrected explicit word wrapping, Big5 item-name dynamic panel, caller framebuffer preservation and tournament book gate; full-inventory/duplicate/residual/count-zero presence vectors; all-legal notice hash stream; oracle SHA256 ededfe7b1f9cdfee98109be9112ce7ba9fc3a6a796be81454e554d9e106e3fbf; Linux app Debug 14/14 proc_1a40; static gate proc_0da9; original runtime oracle blocked	converged_no_new_differences
26	0x2D841	sub_2D841	event_helper_2D841	0x2DBF4	947	platform_adapted	scene	src/scene/scene.cpp:SceneSession::modify_event/close_shop_events;tests/unit/scene/scene_test.cpp:check_event_state_write_helpers/check_event_shop_helpers	research/evidence/functions/Z_DAT/0x2D841.md	current Z.DAT 224-instruction entry-to-exit restarted one-way review; loaded/raw function SHA256 with all 53 DOS relocations; all 65 physical callsites across 11 owners; corrected sub_312A6 shop close fields0..7; all 2320 opcode3 occurrences and complete argument-stream SHA256; 2009 current scenes, 311 external scenes, 461 current events; 30 paired-coordinate stream; synthetic current/-1/external-scene field and map vectors; oracle SHA256 9d47773dc4fe02407a802a64b00ccf9c3983b7edc5f45e260fd17d4e7e7a8065; Linux app Debug 14/14 proc_2869; static gate proc_c256; final framework/oracle idempotence/static gates proc_0984; original runtime oracle blocked	converged_no_new_differences
27	0x2DBF4	sub_2DBF4	event_helper_2DBF4	0x2DD45	337	platform_adapted	scene	src/scene/scene.cpp:SceneSession::run_event(case26);tests/unit/scene/scene_test.cpp:check_event_state_write_helpers	research/evidence/functions/Z_DAT/0x2DBF4.md	current Z.DAT 83-instruction entry-to-exit one-way review; loaded/raw function SHA256 with all 21 DOS relocations; unique sub_2C319 opcode26 callsite and PC+6 boundary; all 121 opcode26 occurrences and complete argument-stream SHA256; 115 current scenes and 6 explicit external scenes; exact scene/event frequencies and two delta patterns; synthetic current-event wrapping and external-scene isolation vectors; oracle SHA256 ee33a2024e75aaa9d90d37b4b62db4d9ec6b12c8ea01cb9c5169b37e12cab03f; Linux app Debug 14/14 proc_cccb; original runtime oracle blocked	converged_no_new_differences
28	0x2DD45	sub_2DD45	event_helper_2DD45	0x2DD77	50	platform_adapted	scene	src/app/legacy_game_runtime.cpp:LegacyGameRuntime::handle_menu_item_result;src/scene/scene.cpp:SceneSession::use_item/prepare_event/run_event(case4);tests/unit/scene/scene_test.cpp:check_event_dispatch_and_state	research/evidence/functions/Z_DAT/0x2DD45.md	current Z.DAT 11-instruction entry-to-exit one-way review; loaded/raw function SHA256 with all 3 DOS relocations; unique sub_2C319 opcode4 caller and exact PC+4+offset boundary; sub_2A86C selected physical inventory-slot producer; word_54B7A and adjacent-address whole-program xref audit; all 167 opcode4 occurrences and complete argument-stream SHA256; all PC0/true1/false0 with 60 item ids; all 40 ALLDEF event_2 references and complete reference-stream SHA256; synthetic item-id match/miss offset vector; oracle SHA256 9cc8cd0e52d551782140e0cb2d363bb651b955111b37ece2b378547467c66a7d; Linux app Debug 14/14 proc_96da; original runtime oracle blocked	converged_no_new_differences
29	0x2DD77	sub_2DD77	event_helper_2DD77	0x2DE03	140	platform_adapted	scene	src/scene/scene.cpp:SceneSession::run_event(case5)/draw_overlay/resume;src/app/legacy_game_runtime.cpp:LegacyGameRuntime::handle_key;tests/unit/scene/scene_test.cpp:check_event_load_menu	research/evidence/functions/Z_DAT/0x2DD77.md	current Z.DAT 36-instruction entry-to-exit one-way review; loaded/raw function SHA256 with all 9 raw+0x20000 relocated operands; unique sub_2C319 opcode5 caller and exact PC+3+offset boundary; fixed 23-byte question string, panel/text/color/present/wait-key call sequence; uppercase Y-only acceptance and all-other-key false branch; all 43 opcode5 occurrences and complete parameter-stream SHA256; scripts307/308 exceptional true0/false52 offsets; independent scene70 frame oracle and synthetic common/exceptional branch vectors; oracle SHA256 2e600c875ac13d04b56b9bc4c54c1f1a177411d8b67bd1cc0267fc16228db958; Linux app Debug 14/14 proc_3773; oracle idempotence proc_356f; static gate proc_0228; reverse framework proc_19fe; original runtime oracle blocked	converged_no_new_differences
30	0x2DE03	sub_2DE03	event_helper_2DE03	0x2DE2C	41	platform_adapted	scene	src/scene/scene.cpp:SceneSession::run_event(case6)/resume;src/app/legacy_game_runtime.cpp:LegacyGameRuntime::start_battle/finish_battle_if_ready;src/battle/battle_session.cpp:BattleSession::begin_post_battle_role;tests/unit/scene/scene_test.cpp:check_event_load_menu	research/evidence/functions/Z_DAT/0x2DE03.md	current Z.DAT 12-instruction entry-to-exit one-way review; loaded/raw 41-byte identity SHA256 eaa12eafb11dd75089bee3d4d81fbc331e646de5f19b50e4804fbcc144a4ffff; unique sub_2C319 opcode6 caller and exact PC+5+selected-offset boundary; sub_31C75 argument/final-return boundary and all 10 word_E6ED2 xrefs; raw result1 defeat/result2 victory with no third terminal write; all 145 opcode6 occurrences and complete parameter-stream SHA256; 106 battle ids all valid WAR range, get-exp only 0/1, 19 offset pairs including 8/5; synthetic common and both-nonzero victory/defeat vectors; oracle SHA256 7c1402a3222149de96630a1e5d39cba0e171fd3de368ea5b52f708f32c3b5062 and idempotence proc_fdc1; Linux app Debug 14/14 proc_ce8a; static gate proc_01b0; reverse framework proc_bbc7; original runtime oracle blocked	converged_no_new_differences
31	0x2DE39	sub_2DE39	event_helper_2DE39	0x2DE53	26	platform_adapted	scene	src/scene/scene.cpp:SceneSession::run_event(case8)/resume(scene_exit);src/app/legacy_game_runtime.cpp:LegacyGameRuntime::handle_scene_result;src/platform/sdl3/main.cpp:forced scene music dispatch;src/audio/legacy_audio.cpp:LegacyAudioController::play_music;tests/unit/scene/scene_test.cpp:check_scene_exit_music_override	research/evidence/functions/Z_DAT/0x2DE39.md	current Z.DAT 6-instruction entry-to-exit one-way review; loaded/raw function SHA256 with sole raw+0x20000 relocation; unique sub_2C319 opcode8 caller and ignored return/PC+2 boundary; all 4 word_D2952 xrefs proving entry reset, deferred exit consumption and post-play reset; sub_3E1B2 boundary and all 5 current-music xrefs proving forced versus metadata ownership; all 15 opcode8 calls and complete parameter-stream SHA256 with music3 only; script494 immediate-empty/deferred forced-music3 versus scene70 metadata19 and normal metadata non-force vectors; oracle SHA256 f0d8c6cf8fd430e8612cd731b0b4470cc43fd188989bde716d040033bbbe50f4 and idempotence proc_bd44; Linux app Debug 14/14 proc_42f1; static gate proc_8456; reverse framework proc_394d; original runtime oracle blocked	converged_no_new_differences
32	0x2DE7D	sub_2DE7D	event_helper_2DE7D	0x2DF0E	145	platform_adapted	scene	src/scene/scene.cpp:SceneSession::run_event(case9)/draw_overlay/resume(conditional_after_present);src/app/legacy_game_runtime.cpp:LegacyGameRuntime::handle_key;tests/unit/scene/scene_test.cpp:check_event_load_menu	research/evidence/functions/Z_DAT/0x2DE7D.md	current Z.DAT 37-instruction entry-to-exit one-way review; loaded/raw 145-byte SHA256 with all 9 raw+0x20000 relocated operands; unique sub_2C319 opcode9 caller and exact PC+3+selected-offset boundary; fixed 23-byte Big5 join question SHA256 and panel/text/color/question-present/wait-key/bare-scene-present call order; uppercase Y-only true branch and all-other-key false branch after mandatory redraw; complete exported short-callee bodies with independent UI/input closures preserved; all 81 opcode9 occurrences and complete parameter-stream SHA256 including four reversed offset layouts; independent scene70 frame and synthetic Y/non-Y post-key bare-present vectors; oracle SHA256 5b9f4b009e5cba99ad9476d066a2d1a9d172a006336e9f5a85fa558bb8f303ec and idempotence proc_1aa0; Linux app Debug 14/14 proc_0622; static gate proc_8030; reverse framework proc_4126; original runtime oracle blocked	converged_no_new_differences
33	0x2DF0E	sub_2DF0E	event_helper_2DF0E	0x2E078	362	platform_adapted	scene	include/openlegend/scene/scene.hpp:SceneSession::PendingContinuation/JoinRoleState/advance_join_role_items;src/scene/scene.cpp:SceneSession::run_event(case10)/advance_join_role_items;tests/unit/scene/scene_test.cpp:check_event_join_helper/check_event_basic_role_and_scene_helpers	research/evidence/functions/Z_DAT/0x2DF0E.md	current Z.DAT 91-instruction entry-to-exit one-way review; loaded/raw 362-byte SHA256 with all 21 raw+0x20000 relocated operands; unique sub_2C319 opcode10 caller and ignored return/PC+2 boundary; signed <=0 team slots1..5 and unconditional post-scan role processing; four carried slots with exact -1 sentinel and delegated add-inventory call; Big5 item-name notice geometry/present/wait-key/bare-scene-present sequence; per-slot post-present (-1,0) clear and final role words23/24/61/62 clear; zero item.user writes; all 80 opcode10 occurrences and complete parameter-stream SHA256; 26 valid role IDs and full baseline carried/equipment vectors; first-round ASCII notice/eager state clear/item-user write differences fixed before fresh entry review; script11 role0-slot/count0/original-notice/state-timing/item-user-preservation vectors; oracle SHA256 79551a99f932ad92c45087874e7c04ec282a89b69dc89ce428766d688ca31e1b and idempotence proc_11ff; Linux app Debug 14/14 proc_9f2d; static gate proc_1574; reverse framework proc_90e9; original runtime oracle blocked	converged_no_new_differences
34	0x2E078	sub_2E078	event_helper_2E078	0x2E155	221	platform_adapted	scene	src/scene/scene.cpp:SceneSession::run_event(case21/case59)/remove_team_role/clear_role_personal_items;tests/unit/scene/scene_test.cpp:check_event_state_side_effects/check_event_finale_party_cleanup	research/evidence/functions/Z_DAT/0x2E078.md	current Z.DAT 45-instruction entry-to-exit one-way review; loaded/raw 221-byte SHA256 with all 14 raw+0x20000 relocated operands; two physical callers sub_2C319 opcode21 and sub_30559 finale cleanup; opcode21 ignored return/PC+2 boundary; team slots1..5 first-match shift-left and slot5=-1 with missing-role cleanup; ordered role words23/24/61 item.user=-1 writes then final role values -1/-1/-1/0; sub_30559 index6 physical alias to inventory item0 followed by dynamically compressed team slots5..1 and signed-positive gate; all 35 opcode21 occurrences and complete parameter-stream SHA256; 26 valid role IDs and baseline personal-item domain; sole script932 opcode59 caller vector; script950 direct compression/user-unbind and script932 not-in-team role6 alias regressions; oracle SHA256 e840f6444b464fb8cab9c23a9aacc1cfe3533e3986d1d9af390ed1220034df92 and idempotence proc_f20d; Linux app Debug 14/14 proc_e4a9; static gate proc_9d28; reverse framework proc_e89d; original runtime oracle blocked	converged_no_new_differences
35	0x2E155	sub_2E155	event_helper_2E155	0x2E1E8	147	platform_adapted	scene	src/scene/scene.cpp:SceneSession::run_event(case11)/draw_overlay/resume;src/app/legacy_game_runtime.cpp:LegacyGameRuntime::handle_key;tests/unit/scene/scene_test.cpp:check_event_load_menu	research/evidence/functions/Z_DAT/0x2E155.md	current Z.DAT 37-instruction entry-to-exit one-way review; loaded/raw 147-byte SHA256 with all 10 raw+0x20000 relocated operands; unique sub_2C319 opcode11 caller and exact PC+3+selected-offset boundary; fixed 23-byte Big5 rest question SHA256 and panel/text/color/present/wait-key call order; uppercase Y-only true branch and all-other-key false branch without post-key redraw or extra present; all 7 opcode11 occurrences and complete parameter-stream SHA256 with uniform (1,0) offsets; independent scene70 frame and synthetic Y/non-Y immediate branch vectors; delegated text/present helper closures preserved; oracle SHA256 719f395a82f3c546e3ec13de598d5941b242e277c5e4ba60dff5b84c998e0034 and idempotence proc_81aa; Linux app Debug 14/14 proc_a140; static gate and global closure counts proc_b3dc; reverse framework proc_d341; original runtime oracle blocked	converged_no_new_differences
36	0x2E1E8	sub_2E1E8	event_helper_2E1E8	0x2E278	144	platform_adapted	scene	src/scene/scene.cpp:SceneSession::run_event(case12);tests/unit/scene/scene_test.cpp:check_event_load_menu/check_event_state_side_effects	research/evidence/functions/Z_DAT/0x2E1E8.md	current Z.DAT 35-instruction entry-to-exit one-way review; loaded/raw 144-byte SHA256 with all 10 raw+0x20000 relocated operands; unique sub_2C319 opcode12 caller with ignored zero return and PC+1 boundary; team slots1..5 first-signed-nonpositive sentinel and no-sentinel end6 branch; exact processed [slot0,party_end) prefix; signed hurt<33 and poison==0 gates; ordered hurt0/physical100/mp=max/hp=max writes; all 7 opcode12 occurrences and complete position-stream SHA256; real script931 hurt32/poison/hurt33/party-gap vectors and synthetic full-six no-sentinel vector; oracle SHA256 dc9c863db4635e8fb5fd0fa4db5430b1d91302da5bdf0f6124059a5f59d713ad and idempotence proc_31a4; Linux app Debug 14/14 proc_1f67; static gate and global closure counts proc_23bc; reverse framework proc_eedf; original runtime oracle blocked	converged_no_new_differences
